name,lat,lon,住所,URL
中央図書館,35.65834394759496,139.31039408465546,八王子市千人町3-3-6,https://www.library.city.hachioji.tokyo.jp/library/lib01.html
生涯学習センター図書館,35.65929872304928,139.34008291991873,八王子市東町5-6クリエイトホール内,https://www.library.city.hachioji.tokyo.jp/library/lib02.html
南大沢図書館,35.6122512051761,139.37918063713664,八王子市南大沢2-27フレスコ南大沢内,https://www.library.city.hachioji.tokyo.jp/library/lib03.html
川口図書館,35.68671963385709,139.29886064235689,八王子市川口町3838川口やまゆり館内,https://www.library.city.hachioji.tokyo.jp/library/lib04.html
由木中央市民センター図書館,35.62724174347993,139.38276391299803,八王子市下柚木2-10-6　由木中央市民センター内,https://www.library.city.hachioji.tokyo.jp/library/lib09.html
恩方市民センター図書館,35.6677850212293,139.2492164553269,八王子市西寺方町260-4　恩方市民センター内,https://www.library.city.hachioji.tokyo.jp/library/lib07.html
由井市民センターみなみ野図書館,35.632577361747444,139.32832481299815,八王子市みなみ野1-7-1　片柳学園第3学生会館2階,https://www.library.city.hachioji.tokyo.jp/library/lib06.html
北野市民センター図書館,35.64553164696712,139.35482696881786,八王子市北野町545-3きたのタウンビル7階,https://www.library.city.hachioji.tokyo.jp/library/lib05.html
石川市民センター図書館,35.68055779999574,139.36442579765503,八王子市石川町438　石川市民センター内,https://www.library.city.hachioji.tokyo.jp/library/lib08.html
